ID,Marital_Status,Application_Mode,Course,Attendance_Type,Previous_Qualification,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Fees_Up_To_Date,Gender,Scholarship_Holder,Age_At_Enrollment,International,Units_1st_Sem_Enrolled,Units_1st_Sem_Approved,Units_1st_Sem_Grade,Units_2nd_Sem_Enrolled,Units_2nd_Sem_Approved,Units_2nd_Sem_Grade,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Avg_Grade_Both_Sem,Unemployment_Rate,Inflation_Rate,GDP,Status
1740,Married,Over 23 years old,Communication Design,Daytime,Basic Education 3rd Cycle,126.3,No,No,No,No,Male,No,38,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1741,Single,3rd phase - general contingent,Equinculture,Daytime,Secondary Education,137.8,No,No,No,Yes,Male,No,18,No,6,5,13.6,6,3,12.666666666666666,0.833,0.5,13.13,13.9,-0.3,0.79,Dropout
1742,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,116.1,Yes,No,No,Yes,Male,No,19,No,6,5,12.2,6,2,12.0,0.833,0.333,12.1,7.6,2.6,0.32,Enrolled
1743,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,115.4,Yes,No,No,Yes,Male,No,18,No,6,6,13.714285714285714,6,5,13.333333333333334,1.0,0.833,13.52,15.5,2.8,-4.06,Dropout
1744,Single,Change of course,Journalism and Communication,Daytime,Secondary Education,110.0,No,No,Yes,No,Male,No,19,No,6,3,11.666666666666666,6,2,10.0,0.5,0.333,10.83,16.2,0.3,-0.92,Dropout
1745,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary Education,97.4,No,No,Yes,No,Male,No,44,No,6,1,14.0,6,0,0.0,0.167,0.0,7.0,12.7,3.7,-1.7,Dropout
1746,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,130.0,Yes,Yes,No,Yes,Male,No,26,No,6,4,12.5,6,3,10.0,0.667,0.5,11.25,15.5,2.8,-4.06,Dropout
1747,Single,Change of course,Equinculture,Daytime,Secondary Education,156.0,No,No,Yes,No,Male,No,24,No,6,5,11.833333333333334,6,4,11.5,0.833,0.667,11.67,15.5,2.8,-4.06,Dropout
1748,Single,Over 23 years old,Agronomy,Daytime,Secondary Education,126.1,Yes,No,No,No,Male,No,27,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1749,Single,Over 23 years old,Agronomy,Daytime,Secondary Education,120.0,No,No,Yes,No,Male,No,27,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
1750,Single,Change of course,Communication Design,Daytime,Secondary Education,105.2,Yes,No,No,Yes,Male,No,25,No,17,13,11.538461538461538,15,10,12.4,0.765,0.667,11.97,12.7,3.7,-1.7,Dropout
1751,Single,Technological specialization diploma holders,Agronomy,Daytime,Secondary Education,120.0,Yes,No,No,Yes,Male,No,21,No,9,7,11.285714285714286,8,4,12.25,0.778,0.5,11.77,12.7,3.7,-1.7,Enrolled
1752,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,137.8,Yes,No,No,Yes,Male,Yes,19,No,0,0,0.0,0,0,0.0,0,0,0.0,13.9,-0.3,0.79,Graduate
1753,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,134.2,Yes,No,No,Yes,Male,No,20,No,6,5,11.8,6,4,12.0,0.833,0.667,11.9,15.5,2.8,-4.06,Enrolled
1754,Single,Technological specialization diploma holders,Informatics Engineering,Daytime,Technological Specialization Course,150.0,No,No,No,Yes,Male,No,20,No,5,0,0.0,5,2,10.5,0.0,0.4,5.25,12.7,3.7,-1.7,Enrolled
1755,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,116.0,Yes,No,Yes,No,Male,No,20,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
1756,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,143.4,No,No,No,No,Male,Yes,18,No,5,5,14.2,5,5,14.2,1.0,1.0,14.2,8.9,1.4,3.51,Enrolled
1757,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,143.6,No,No,Yes,Yes,Male,No,19,No,12,10,12.7,11,10,12.272727272727272,0.833,0.909,12.49,8.9,1.4,3.51,Enrolled
1758,Single,Technological specialization diploma holders,Equinculture,Daytime,Technological Specialization Course,150.0,Yes,No,No,No,Female,No,22,No,6,3,12.666666666666666,6,0,0.0,0.5,0.0,6.33,15.5,2.8,-4.06,Dropout
1759,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,118.0,Yes,No,No,Yes,Female,No,19,No,6,6,14.428571428571429,6,6,15.0,1.0,1.0,14.71,16.2,0.3,-0.92,Graduate
1760,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,109.3,Yes,No,No,Yes,Female,Yes,18,No,7,7,13.117142857142856,8,7,12.6,1.0,0.875,12.86,11.1,0.6,2.02,Graduate
1761,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,119.3,Yes,No,Yes,Yes,Female,No,20,No,6,6,12.666666666666666,6,6,11.833333333333334,1.0,1.0,12.25,8.9,1.4,3.51,Graduate
1762,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,146.3,Yes,No,No,Yes,Female,Yes,18,Yes,0,0,0.0,0,0,0.0,0,0,0.0,12.7,3.7,-1.7,Dropout
1763,Single,Over 23 years old,Journalism and Communication,Daytime,Secondary Education,161.5,No,No,No,Yes,Male,No,36,No,6,6,15.285714285714286,6,6,16.5,1.0,1.0,15.89,10.8,1.4,1.74,Graduate
1764,Single,International student (bachelor),Management,Daytime,Secondary Education,140.0,No,No,Yes,Yes,Male,No,19,Yes,5,3,10.5,5,4,11.25,0.6,0.8,10.88,12.4,0.5,1.79,Graduate
1765,Single,Short cycle diploma holders,Management,Daytime,Professional Higher Technical Course,142.2,No,No,No,Yes,Male,Yes,21,No,11,11,12.636363636363637,9,9,12.6,1.0,1.0,12.62,8.9,1.4,3.51,Graduate
1766,Single,1st phase - general contingent,Management,Daytime,Secondary Education,129.2,Yes,No,No,Yes,Female,No,26,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1767,Single,Over 23 years old,Agronomy,Daytime,Secondary Education,100.0,No,No,Yes,No,Female,No,29,Yes,9,3,14.333333333333334,7,1,14.0,0.333,0.143,14.17,15.5,2.8,-4.06,Dropout
1768,Single,Technological specialization diploma holders,Tourism,Daytime,Technological Specialization Course,170.0,No,No,No,No,Male,No,26,No,8,8,15.125,6,6,13.666666666666666,1.0,1.0,14.4,11.1,0.6,2.02,Enrolled
1769,Single,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,140.0,No,No,No,Yes,Male,No,27,No,7,0,0.0,8,0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1770,Single,Change of institution/course,Management,Daytime,Secondary Education,115.2,No,No,Yes,Yes,Male,No,32,No,7,3,12.0,8,3,10.333333333333334,0.429,0.375,11.17,8.9,1.4,3.51,Enrolled
1771,Single,1st phase - special contingent (Madeira Island),Basic Education,Daytime,Secondary Education,121.4,Yes,No,No,Yes,Female,Yes,23,No,6,4,14.25,6,5,12.0,0.667,0.833,13.12,7.6,2.6,0.32,Enrolled
1772,Single,Over 23 years old,Management,Daytime,Secondary Education,134.8,No,No,No,Yes,Female,No,24,Yes,5,2,10.5,5,4,10.0,0.4,0.8,10.25,16.2,0.3,-0.92,Enrolled
1773,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,136.9,Yes,No,No,Yes,Female,Yes,19,No,6,6,13.5,6,6,14.428571428571429,1.0,1.0,13.96,16.2,0.3,-0.92,Graduate
1774,Single,Transfer,Agronomy,Daytime,Secondary Education,140.0,Yes,No,No,Yes,Male,No,25,No,6,5,11.666666666666666,6,4,12.0,0.833,0.667,11.83,15.5,2.8,-4.06,Enrolled
1775,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,112.2,Yes,No,No,Yes,Male,No,19,No,6,5,10.8,6,3,10.0,0.833,0.5,10.4,9.4,-0.8,-3.12,Enrolled
1776,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,148.7,No,No,No,No,Male,No,20,No,4,0,0.0,4,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1777,Married,1st phase - general contingent,Tourism,Daytime,Secondary Education,133.0,No,No,No,Yes,Male,No,33,No,9,9,12.8,7,7,11.428571428571429,1.0,1.0,12.11,12.7,3.7,-1.7,Graduate
1778,Married,Over 23 years old,Management (evening attendance),Evening,Secondary Education,150.0,No,No,Yes,Yes,Male,No,35,No,5,5,10.8,5,5,12.0,1.0,1.0,11.4,9.4,-0.8,-3.12,Dropout
1779,Single,1st phase - general contingent,Management,Daytime,Secondary Education,98.0,Yes,No,No,Yes,Male,No,23,No,5,4,11.4,5,4,11.0,0.8,0.8,11.2,11.1,0.6,2.02,Graduate
1780,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,122.4,Yes,No,No,Yes,Male,No,19,No,7,7,13.725714285714286,8,8,14.5,1.0,1.0,14.11,11.1,0.6,2.02,Graduate
1781,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,139.0,No,No,No,Yes,Male,No,21,No,6,5,12.8,6,5,12.25,0.833,0.833,12.52,10.8,1.4,1.74,Enrolled
1782,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,112.0,Yes,No,No,Yes,Male,Yes,21,No,6,6,13.5,6,6,11.166666666666666,1.0,1.0,12.33,11.1,0.6,2.02,Graduate
1783,Single,Over 23 years old,Nursing,Daytime,Secondary Education,143.8,No,No,No,Yes,Male,No,27,No,8,7,15.57,8,7,15.57,0.875,0.875,15.57,10.8,1.4,1.74,Dropout
1784,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,116.1,Yes,No,Yes,Yes,Male,No,19,No,5,4,11.0,5,2,12.0,0.8,0.4,11.5,8.9,1.4,3.51,Enrolled
1785,Single,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,138.0,No,No,No,Yes,Male,No,28,No,7,7,14.114285714285714,8,8,15.91111111111111,1.0,1.0,15.01,16.2,0.3,-0.92,Dropout
1786,Single,Change of course,Management,Daytime,Secondary Education,110.0,No,No,No,Yes,Male,No,25,No,5,3,11.0,5,4,11.5,0.6,0.8,11.25,9.4,-0.8,-3.12,Enrolled
1787,Married,Over 23 years old,Social Service,Daytime,Basic Education 3rd Cycle,103.5,No,No,No,Yes,Male,No,42,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1788,Single,Holders of other higher courses,Management (evening attendance),Evening,Higher Education - Degree,140.0,No,No,No,Yes,Male,No,27,No,5,4,13.5,5,4,13.75,0.8,0.8,13.62,7.6,2.6,0.32,Graduate
1789,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,108.7,Yes,No,No,Yes,Male,No,23,No,6,4,11.25,6,0,0.0,0.667,0.0,5.62,7.6,2.6,0.32,Dropout
1790,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,115.9,Yes,No,No,Yes,Male,Yes,18,No,6,6,12.142857142857142,6,6,11.333333333333334,1.0,1.0,11.74,8.9,1.4,3.51,Graduate
1791,Married,Over 23 years old,Nursing,Daytime,Secondary Education,127.3,No,No,No,Yes,Male,No,26,No,8,7,13.075714285714286,8,7,13.075714285714286,0.875,0.875,13.08,10.8,1.4,1.74,Graduate
1792,Single,1st phase - general contingent,Management,Daytime,Secondary Education,138.7,No,No,No,Yes,Male,No,18,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
1793,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,135.8,No,No,Yes,Yes,Male,No,29,No,5,3,11.0,5,2,13.5,0.6,0.4,12.25,12.7,3.7,-1.7,Dropout
1794,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,134.6,Yes,No,No,Yes,Male,No,22,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
1795,Single,Change of course,Nursing,Daytime,Secondary Education,118.4,Yes,No,No,Yes,Female,No,21,No,7,4,13.125,7,6,12.333333333333334,0.571,0.857,12.73,13.9,-0.3,0.79,Enrolled
1796,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,132.8,Yes,No,No,Yes,Female,Yes,19,No,8,7,13.512857142857142,8,7,13.512857142857142,0.875,0.875,13.51,10.8,1.4,1.74,Graduate
1797,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,155.5,Yes,No,No,Yes,Female,Yes,18,No,6,6,12.833333333333334,6,6,12.166666666666666,1.0,1.0,12.5,10.8,1.4,1.74,Graduate
1798,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,132.0,Yes,No,No,Yes,Female,Yes,18,No,5,3,15.0,5,3,11.666666666666666,0.6,0.6,13.33,9.4,-0.8,-3.12,Dropout
1799,Single,Over 23 years old,Agronomy,Daytime,Basic Education 3rd Cycle,110.0,No,No,Yes,No,Female,No,40,No,6,5,12.8,6,3,13.333333333333334,0.833,0.5,13.07,11.1,0.6,2.02,Dropout
1800,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,127.3,Yes,No,Yes,No,Female,No,20,Yes,6,3,12.333333333333334,6,0,0.0,0.5,0.0,6.17,10.8,1.4,1.74,Dropout
1801,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,126.0,Yes,No,No,Yes,Male,No,18,No,8,5,12.288,8,5,12.288,0.625,0.625,12.29,10.8,1.4,1.74,Dropout
1802,Single,Change of course,Social Service (evening attendance),Evening,Higher Education - Degree,130.0,No,No,No,Yes,Male,No,31,No,12,12,12.333333333333334,10,7,13.285714285714286,1.0,0.7,12.81,7.6,2.6,0.32,Graduate
1803,Single,1st phase - general contingent,Management,Daytime,Secondary Education,118.8,No,No,No,Yes,Male,Yes,18,No,5,4,11.5,5,5,12.8,0.8,1.0,12.15,12.4,0.5,1.79,Graduate
1804,Single,Change of course,Advertising and Marketing Management,Daytime,Secondary Education,127.6,Yes,No,No,Yes,Male,No,22,No,6,6,11.833333333333334,6,4,11.142857142857142,1.0,0.667,11.49,10.8,1.4,1.74,Dropout
1805,Single,Change of institution/course,Management,Daytime,Basic Education 3rd Cycle,112.1,No,No,Yes,No,Male,No,38,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
1806,Single,Change of course,Management (evening attendance),Evening,Higher Education - Degree,130.0,No,No,No,Yes,Male,No,33,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
1807,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,111.1,No,No,No,Yes,Male,Yes,19,No,5,5,11.8,5,3,11.5,1.0,0.6,11.65,11.1,0.6,2.02,Enrolled
1808,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,121.4,No,No,No,Yes,Male,No,18,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1809,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,126.8,No,No,No,No,Male,Yes,18,No,5,5,12.2,5,4,12.0,1.0,0.8,12.1,8.9,1.4,3.51,Enrolled
1810,Single,Change of institution/course,Management (evening attendance),Evening,Secondary Education,120.6,Yes,No,No,Yes,Male,No,27,No,6,6,12.333333333333334,5,5,13.0,1.0,1.0,12.67,11.1,0.6,2.02,Graduate
1811,Single,Over 23 years old,Tourism,Daytime,Secondary Education,126.5,No,No,No,Yes,Male,No,26,No,6,6,12.428571428571429,6,6,12.833333333333334,1.0,1.0,12.63,7.6,2.6,0.32,Graduate
1812,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,120.2,Yes,No,No,Yes,Female,Yes,19,No,7,7,12.765714285714289,8,8,13.544444444444444,1.0,1.0,13.16,12.4,0.5,1.79,Graduate
1813,Married,Change of institution/course,Nursing,Daytime,Secondary Education,120.0,No,No,No,Yes,Male,No,44,No,7,5,12.1,7,5,12.6,0.714,0.714,12.35,11.1,0.6,2.02,Dropout
1814,Single,1st phase - general contingent,Management,Daytime,Secondary Education,137.5,Yes,No,No,Yes,Male,No,19,No,5,5,12.0,5,5,11.5,1.0,1.0,11.75,13.9,-0.3,0.79,Graduate
1815,Single,3rd phase - general contingent,Communication Design,Daytime,Secondary Education,127.9,Yes,No,No,Yes,Male,No,20,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
1816,Single,Over 23 years old,Agronomy,Daytime,Basic Education 3rd Cycle,140.0,No,No,Yes,Yes,Male,No,24,No,6,6,14.88888888888889,6,6,13.727272727272728,1.0,1.0,14.31,16.2,0.3,-0.92,Enrolled
1817,Divorced,Change of course,Management (evening attendance),Evening,Secondary Education,131.8,No,No,No,Yes,Female,No,31,No,14,13,11.357142857142858,14,13,12.0,0.929,0.929,11.68,9.4,-0.8,-3.12,Graduate
1818,Single,Change of course,Communication Design,Daytime,Secondary Education,129.0,Yes,No,No,Yes,Female,No,25,No,6,6,13.5,6,6,12.5,1.0,1.0,13.0,9.4,-0.8,-3.12,Graduate
1819,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,115.8,Yes,No,Yes,No,Female,No,19,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
1820,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,126.4,Yes,No,No,Yes,Female,No,18,No,7,7,13.884285714285712,8,8,14.75,1.0,1.0,14.32,11.1,0.6,2.02,Dropout
1821,Single,Change of course,Veterinary Nursing,Daytime,Secondary Education,130.0,Yes,No,No,No,Female,No,19,No,6,5,13.0,6,3,11.666666666666666,0.833,0.5,12.33,13.9,-0.3,0.79,Enrolled
1822,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,114.8,Yes,No,No,Yes,Female,Yes,19,No,7,4,12.65,7,5,11.1,0.571,0.714,11.88,12.4,0.5,1.79,Enrolled
1823,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,138.6,Yes,No,No,Yes,Female,No,19,No,5,1,11.0,5,0,0.0,0.2,0.0,5.5,12.7,3.7,-1.7,Enrolled
1824,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary Education,112.9,No,No,No,Yes,Female,No,24,No,6,2,11.666666666666666,6,2,10.5,0.333,0.333,11.08,16.2,0.3,-0.92,Dropout
1825,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,111.6,No,No,No,Yes,Female,No,20,No,6,6,14.5,6,6,12.666666666666666,1.0,1.0,13.58,12.4,0.5,1.79,Graduate
1826,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,152.0,No,No,No,Yes,Female,No,18,No,6,6,14.714285714285714,6,6,14.166666666666666,1.0,1.0,14.44,12.7,3.7,-1.7,Graduate
1827,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,132.6,No,No,No,Yes,Female,Yes,18,No,6,6,13.285714285714286,6,6,14.333333333333334,1.0,1.0,13.81,12.4,0.5,1.79,Graduate
1828,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,118.4,Yes,No,No,Yes,Female,No,21,No,5,3,11.333333333333334,5,2,10.5,0.6,0.4,10.92,9.4,-0.8,-3.12,Enrolled
1829,Single,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,120.0,No,No,Yes,No,Female,No,28,No,7,0,0.0,7,0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
1830,Single,1st phase - general contingent,Management,Daytime,Secondary Education,122.1,No,No,No,Yes,Female,Yes,18,No,5,4,11.571428571428571,5,5,12.0,0.8,1.0,11.79,13.9,-0.3,0.79,Enrolled
1831,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,142.8,No,No,Yes,Yes,Female,No,18,No,6,5,13.0,6,4,11.5,0.833,0.667,12.25,12.7,3.7,-1.7,Dropout
1832,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,124.8,No,No,No,Yes,Female,Yes,18,No,6,6,11.5,6,5,14.0,1.0,0.833,12.75,11.1,0.6,2.02,Graduate
1833,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,126.3,Yes,No,No,Yes,Female,Yes,18,No,5,5,11.8,5,5,11.6,1.0,1.0,11.7,16.2,0.3,-0.92,Graduate
1834,Single,1st phase - general contingent,Management,Daytime,Secondary Education,119.0,Yes,No,No,No,Female,Yes,19,No,5,3,10.666666666666666,5,3,12.285714285714286,0.6,0.6,11.48,10.8,1.4,1.74,Dropout
1835,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,124.9,No,No,No,Yes,Female,Yes,19,No,7,6,13.8875,8,8,14.864444444444445,0.857,1.0,14.38,15.5,2.8,-4.06,Graduate
1836,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,118.0,No,No,Yes,Yes,Female,Yes,20,No,6,5,11.4,6,6,11.5,0.833,1.0,11.45,8.9,1.4,3.51,Graduate
1837,Married,Change of course,Social Service (evening attendance),Evening,Secondary Education,100.0,No,No,No,Yes,Female,No,34,No,11,9,12.333333333333334,7,7,12.142857142857142,0.818,1.0,12.24,9.4,-0.8,-3.12,Graduate
1838,Married,Over 23 years old,Nursing,Daytime,Secondary Education,109.0,Yes,No,No,Yes,Female,No,39,No,7,5,12.16,7,5,12.16,0.714,0.714,12.16,7.6,2.6,0.32,Enrolled
1839,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,130.8,Yes,No,No,Yes,Female,No,19,No,8,8,13.427499999999998,8,8,13.427499999999998,1.0,1.0,13.43,9.4,-0.8,-3.12,Graduate
1840,Single,Over 23 years old,Communication Design,Daytime,Secondary Education,110.0,Yes,No,No,Yes,Female,No,24,No,6,6,15.166666666666666,6,2,15.5,1.0,0.333,15.33,15.5,2.8,-4.06,Graduate
1841,Single,Ordinance No. 854-B/99,Journalism and Communication,Daytime,Secondary Education,151.0,Yes,No,No,Yes,Female,No,18,Yes,6,0,0.0,6,0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
1842,Single,2nd phase - general contingent,Equinculture,Daytime,Secondary Education,131.0,Yes,No,No,Yes,Male,No,19,No,5,2,10.5,5,0,0.0,0.4,0.0,5.25,10.8,1.4,1.74,Dropout
1843,Single,1st phase - general contingent,Management,Daytime,Secondary Education,155.2,No,No,No,Yes,Male,Yes,18,No,5,5,11.8,5,3,11.0,1.0,0.6,11.4,9.4,-0.8,-3.12,Graduate
1844,Single,1st phase - general contingent,Management,Daytime,Secondary Education,121.0,Yes,Yes,Yes,Yes,Male,No,20,No,5,5,13.2,5,5,11.4,1.0,1.0,12.3,16.2,0.3,-0.92,Enrolled
1845,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,119.7,Yes,Yes,Yes,Yes,Male,No,19,No,7,7,13.075,8,8,12.36111111111111,1.0,1.0,12.72,12.4,0.5,1.79,Graduate
1846,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,131.0,Yes,No,No,Yes,Male,No,19,No,6,4,11.6,6,2,13.0,0.667,0.333,12.3,11.1,0.6,2.02,Dropout
1847,Single,2nd phase - general contingent,Agronomy,Daytime,Secondary Education,116.9,No,No,No,Yes,Male,No,19,No,6,6,13.666666666666666,6,4,12.25,1.0,0.667,12.96,13.9,-0.3,0.79,Dropout
1848,Married,Over 23 years old,Management (evening attendance),Evening,Secondary Education,130.0,Yes,No,No,Yes,Male,No,41,No,5,4,10.75,5,2,10.0,0.8,0.4,10.38,9.4,-0.8,-3.12,Dropout
1849,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,137.8,No,No,No,Yes,Male,No,19,No,7,6,13.492857142857144,8,8,12.68888888888889,0.857,1.0,13.09,12.4,0.5,1.79,Graduate
1850,Single,Change of course,Tourism,Daytime,Secondary Education,122.1,No,No,No,Yes,Male,No,19,No,6,3,12.5,6,4,11.0,0.5,0.667,11.75,12.7,3.7,-1.7,Enrolled
1851,Single,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,120.0,Yes,No,No,No,Male,No,23,No,7,0,0.0,8,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
1852,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,133.0,No,No,No,Yes,Male,No,18,No,5,5,13.285714285714286,5,5,14.8,1.0,1.0,14.04,12.4,0.5,1.79,Dropout
1853,Single,1st phase - general contingent,Management,Daytime,Secondary Education,115.2,No,No,No,Yes,Male,No,19,No,5,5,12.6,5,5,11.8,1.0,1.0,12.2,16.2,0.3,-0.92,Graduate
1854,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,160.0,Yes,No,No,Yes,Male,No,20,No,6,6,14.0,6,6,14.666666666666666,1.0,1.0,14.33,12.4,0.5,1.79,Graduate
1855,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary Education,106.3,No,No,Yes,No,Male,No,35,No,5,2,11.5,5,2,10.5,0.4,0.4,11.0,7.6,2.6,0.32,Dropout
1856,Divorced,Over 23 years old,Advertising and Marketing Management,Daytime,Basic Education 3rd Cycle,103.0,No,No,No,No,Male,No,34,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1857,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,136.0,Yes,No,Yes,No,Female,Yes,19,No,6,6,11.833333333333334,6,6,12.875,1.0,1.0,12.35,10.8,1.4,1.74,Graduate
1858,Single,International student (bachelor),Social Service,Daytime,Secondary Education,146.5,Yes,No,Yes,No,Male,No,22,Yes,6,5,11.5,6,5,12.4,0.833,0.833,11.95,13.9,-0.3,0.79,Graduate
1859,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,131.4,No,No,No,Yes,Male,No,20,No,6,6,14.166666666666666,6,6,12.333333333333334,1.0,1.0,13.25,11.1,0.6,2.02,Graduate
1860,Married,Transfer,Management (evening attendance),Evening,Secondary Education,130.0,No,No,No,Yes,Male,No,27,No,2,2,12.5,5,2,12.5,1.0,0.4,12.5,12.7,3.7,-1.7,Enrolled
1861,Married,Over 23 years old,Informatics Engineering,Daytime,Secondary Education,137.0,No,No,Yes,Yes,Male,No,30,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1862,Single,Over 23 years old,Informatics Engineering,Daytime,Secondary Education,125.9,No,No,No,Yes,Male,No,34,No,5,0,0.0,5,1,11.0,0.0,0.2,5.5,10.8,1.4,1.74,Enrolled
1863,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,111.9,Yes,No,No,No,Male,No,20,No,6,2,10.5,6,0,0.0,0.333,0.0,5.25,10.8,1.4,1.74,Dropout
1864,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,131.2,Yes,No,No,Yes,Male,No,18,No,6,6,11.833333333333334,6,6,13.166666666666666,1.0,1.0,12.5,7.6,2.6,0.32,Graduate
1865,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,131.2,No,No,No,Yes,Male,Yes,26,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1866,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,140.0,No,No,No,Yes,Male,No,26,No,5,5,12.4,5,5,12.4,1.0,1.0,12.4,15.5,2.8,-4.06,Graduate
1867,Single,Over 23 years old,Management,Daytime,Secondary Education,121.5,No,No,No,No,Male,No,26,No,5,2,10.5,5,0,0.0,0.4,0.0,5.25,10.8,1.4,1.74,Dropout
